# MALHEUR (0.5.4) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009-2012 Konrad Rieck (konrad@mlsec.org)
# University of Goettingen, Berlin Institute of Technology
# ---
# Prototypes for reference_mist.tar.gz
# Number of prototypes: 332
# Compression of prototypes: 10.6 %
# Precision of prototypes: 94.7 %
# ---
# <report> <prototype> <distance>
refset/8c6d27a62a3120e31d9414ecab64c654dd4c178b.LOOPER refset/8c6d27a62a3120e31d9414ecab64c654dd4c178b.LOOPER 0
refset/8c7bc90d49edd0905f55d2cb19e84fb96caca8f6.LOOPER refset/8c7bc90d49edd0905f55d2cb19e84fb96caca8f6.LOOPER 0.000347954
refset/8c8254232306c161dd04fe570c5307abad83b50f.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.130745
refset/8c9b6d5bb9e023df3a3289d0c34208454688a103.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.495576
refset/8ccd32ffbc6280a362e41c498187c549b3e6f638.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0.164515
refset/8ce1c38b1f64168457d61b5604cccce2fedfa58f.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.523822
refset/8ce65812e67d1f759e801823bec2e73eae49414d.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.485923
refset/8cfe111a784f9acba809702065539e58e3703832.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.130745
refset/8cfe845eed16f78ef32749c79cb17c2400dd18b5.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.134804
refset/8d012ba7ae218fa78440b70b7074a62fc4b50e73.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138746
refset/8d01d3d44f5c7daed9e27e2512380fd73b9ba664.POISON refset/0b7b32415df593b488d20311c1f96496142e61ff.POISON 0.368046
refset/8d07df1476e6302214815eb0b72ef76b1deca823.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/8d374cca8b4f10cfe4676832057a403f20d424ce.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.303822
refset/8d6e857d7aca91b353ca2d9fd48442ce2b05d44e.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142513
refset/8d70bfe97538e090713a1c661e41462b44d8ed2f.LDPINCH refset/02327e2a1f09f5da235cb09257a0650c95226058.LDPINCH 0
refset/8d7b2be98094ef21a4a4d5069783c3bc0c03837a.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/8d7c1b2711ec063a2ce458583cd20d1a0d45b3e6.LOOPER refset/8d7c1b2711ec063a2ce458583cd20d1a0d45b3e6.LOOPER 0.000411705
refset/8d90219b186aafbf1f1cbf6aec12a94330fcfd08.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.546832
refset/8db09f13d268e828f2d549c0fe5366f8227b2864.SALITY refset/8db09f13d268e828f2d549c0fe5366f8227b2864.SALITY 0
refset/8dc51dd9707940e3e18adefff9f2bb3333aeb70f.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/8e0b987fa8b8e4ba1c262dc5d0cbec5d075ebd65.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/8e40b3462e83837a6104631bbab3b8b4a3c50a7d.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.000294301
refset/8e8320d7d2bc416df8b64043cca2fd4f2c286d99.ROTATOR refset/0a55c0c00f005ff80f20f2c10132fddf6afc397f.ROTATOR 0.519215
refset/8e8eac28b3757aa4f66ddaaf087bb1306681b0ee.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/8ece1a951d5b5a62b6121678b7262d463f66461a.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/8ee078cf8a8408716bd36bd49edcba586f01e759.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/8efd18a3448d5bf466a4d5bc2d9c0aba61015582.LOOPER refset/8efd18a3448d5bf466a4d5bc2d9c0aba61015582.LOOPER 0
refset/8f16b4146f6fdfb4bcbe371acfe901c10b870b65.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.34645
refset/8f194c8705e71b2e4d0729c9fc2ccc3901996104.WOIKOINER refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER 0.343513
refset/8f3b292200d0df6df20288724448f2bf0c5f9b51.LOOPER refset/8f3b292200d0df6df20288724448f2bf0c5f9b51.LOOPER 0
refset/8f4ce2de8a1e797dca68a0e62922acfb7b28aac5.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/8f4d87d061c7fd67f11818a212c344ca1ff97535.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.348084
refset/8f53e8426f076e1c7d5f573654c154653e79fbda.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/8f6122f5fadd8d631c85ca3034496767ea45fb99.LOOPER refset/8f6122f5fadd8d631c85ca3034496767ea45fb99.LOOPER 0
refset/8f6ee8a5972203197515b99dae57faeec6524071.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.113228
refset/8f83f265f3f78edc6cb107d4411affab47805f70.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.156875
refset/8fb8dc5952f7c042b055e43edec8da70d37ef858.ZHELATIN refset/8fb8dc5952f7c042b055e43edec8da70d37ef858.ZHELATIN 0
refset/8fbf8d0df24c9c392c600de7a425474ad7c02c53.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.318146
refset/8fc9700c3b6c019a277623ba6ed40cd41493a1aa.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.390837
refset/8fceee50fa26348b358fc01387892f58ae46f5f4.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.352077
refset/8ff8d1cc9d511e7aaf205279c6ddc6f6cfc68699.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.333787
refset/900409a1e0a5a646c093974ad6a7d07fea07da23.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/903cb96d6bdd8b9fd0a9ea8d0fb41abd21ae5778.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.306792
refset/904b98c1c368f1243844cdc60a3d7feb00c2559d.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.514683
refset/906bd1a5efbd124ea56f722eed185f0a5775d52b.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/907e89c52db5c3cab0b6eae5df9b2fd90a592d05.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/9095c56aa3b560e6f0d48ee97643902d108b007c.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/9099a0da07aa70fd8bd06107d0d9b139d7338703.LOOPER refset/9099a0da07aa70fd8bd06107d0d9b139d7338703.LOOPER 0
refset/90b139bf6aa894c000ba810ad458d8d10798da02.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.320979
refset/90ee554e085c37033b013d3e71eca46a846340db.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/90f6d310fce90174d90fc6f1adaa4a98381aba1b.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.479353
refset/911061ee40b86fde5befac5bfceaa456f99f1355.LDPINCH refset/02327e2a1f09f5da235cb09257a0650c95226058.LDPINCH 0
refset/9115a361c684da95531910734f186ce52c2a3a1e.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.484844
refset/912aae6aad6dd7db5d12c57484947525317b7378.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0.142854
refset/912c75892875b66e0452afecbcb4cb760aad917d.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.488538
refset/91302264876c1e81777948838259f3e61e5936bc.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.317558
refset/914f7f8e56fbe6877f04d3e1ec6bfa94b7b62d72.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.537225
refset/915e3e3d77b95e189b06df35226a458d86d528e7.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.335915
refset/9176fae65733c2b26002c06c2a22f0f293186264.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.339728
refset/91812b3066f0e69cf323ad079415b138e9700415.SALITY refset/66422bb4808240fc4c0969c6ada0cd58cf9cf433.SALITY 0.488501
refset/9181308fd5728b04f4ca1aeeb3a53c9c44279d9b.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.326506
refset/9181360be77b3c205788fd9944e3ce2540dc6704.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/91c66f385712d8eb981d4fb6440a32686dadbe66.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.326039
refset/91ce1c9d951198d6475517de412cfe36c15002ff.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.482709
refset/91d5ad701077a412240c38f6225ef2bb3e09f860.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.138915
refset/91d7775f238fd2bdbd6f2bb1ac7398a6bcfbe0f4.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.352077
refset/91da96a92cd1c0a5722787ca39eb3446634c60bf.FLYSTUDIO refset/91da96a92cd1c0a5722787ca39eb3446634c60bf.FLYSTUDIO 5.70932e-05
refset/9226d3520b2854bf1d51fa4d7dfe8ce1de26e1b0.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/9245c616fa86da785de26f260140b7af34432e6f.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.000294301
refset/92628f22c97a7333c0f788d320abf390341b4adf.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/926fbfa3056e700b00d9c073df8e15e0859aeee0.LOOPER refset/926fbfa3056e700b00d9c073df8e15e0859aeee0.LOOPER 0.000445912
refset/92778dc9e08ba576ce392ae66cacae5505b24018.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0.148173
refset/927e3556296d6bd560af35ca876e992517a31ef2.LOOPER refset/927e3556296d6bd560af35ca876e992517a31ef2.LOOPER 0
refset/92ac650fa68485b3a82050bffb291d9cf3a39a77.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.470412
refset/92dfb94ff4cf70fb7179686fe5ee7ea3418330e6.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.386587
refset/92effb3512be1f60e78a008bcefaf0ff8d3bf42f.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.324103
refset/930c18f29f2a566b32cb3b1c97f80e09e46c8288.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.341931
refset/931704b560fe0d153fe51aabf1c190c52e2b3a83.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.492239
refset/9318de8a6a598051070eed12b3b49ab44ada2828.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.334352
refset/934cfe32d886d0d06ec9f22e2b23554e12281229.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.136845
refset/935494ffc0c3a8c1b798cb8c8a84b9e6c25e6edd.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.490181
refset/9365e32768ad4a058506bf7181672f213aa81734.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.303493
refset/937cefb35c2beccd3ead5a4191bea0c3683a74a9.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.300978
refset/93b5abfb5f76d2741d40bee0b74ca546ff81982b.LDPINCH refset/02327e2a1f09f5da235cb09257a0650c95226058.LDPINCH 0
refset/93be44aafbb2aae5cdaa196193f8e685119b2f4f.ZHELATIN refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.167959
refset/93fccdd1f61e320f89aa933d9a4b5932c703e1df.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.498089
refset/9419711ab6849efb74a162078f04921acf484e45.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.482709
refset/943d7ecf86f36344da8d873c40df5232a6a3024b.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.495663
refset/9476c6cda69d5731bb0e264c9fe50b3f0bf262eb.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.360888
refset/948dc8488814513996ec6638d486fdb14fa40acf.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.4891
refset/948f2eccde4c267cf8c84f3ea323dd37bd77cb63.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.136845
refset/94a798cf07da700264fb2bf8995b65a2b6277c3f.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.513661
refset/94e98a6eac43562146e00d5fc26cba94c093c968.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/94f07633d1249e297bda39087afce34363917a74.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.498629
refset/94fbe9a12a972b58ba6bdfd926aaf99374677fd9.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.474331
refset/950f1accffdc0d5f32db873faa8c99cccd9b7e8d.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.136845
refset/951b95a6eabcb7c17f649a0533f42ae771e5717c.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.495601
refset/953f05ae53fda7fd1a91f415b197dda7b00bb0ad.LOOPER refset/953f05ae53fda7fd1a91f415b197dda7b00bb0ad.LOOPER 0
refset/9551b85a486d33436871ee1068caa5634b39b868.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.324331
refset/9560dc534fdcbebe02849bc58f06e85df8cf253f.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.473552
refset/956818ce798583c942fa84b683f829914fbec775.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/95723df12e043f9ed0f86580e606acabc4fb7e42.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.363774
refset/9574ce148e77616122e01be0ed32cf289eb4d0a7.VIKING_DLL refset/460267fbea2bd7810e7466c7c8bb4cdb593e20b3.VIKING_DLL 0.000341197
refset/95922995d8d0a12a2d392183ed57f47397f9572c.LOOPER refset/95922995d8d0a12a2d392183ed57f47397f9572c.LOOPER 0.000345267
refset/95c49fbec1e5ea782a8341c0d47ae7c6a880d35b.LOOPER refset/95c49fbec1e5ea782a8341c0d47ae7c6a880d35b.LOOPER 0.000347954
refset/95e3bf2202fb80e864688b87e97e2a2a5db01c92.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.302733
refset/95ffbc525c1d33d78f8582cc4f00025035b54c26.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.317321
refset/961cb956dc2c6380cf3e8ba9c97d510aa08c690c.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.342844
refset/961d1696dc3e998d194c2e1acb8952014f7d119d.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.144949
refset/9625968b617845238f30ffe3b28415516c10877c.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.314597
refset/963241ed65530b7860c959d092cfa0b76d7b8641.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.482709
refset/9661fd676a50e1781c52f588cf01d3a78720b162.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0.121535
refset/968430a0abb2a60c67a8a9095e07130861b5cb88.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.515313
refset/96b42b6baa7123884a51201871d3ee2284f0a7db.VAPSUP refset/96b42b6baa7123884a51201871d3ee2284f0a7db.VAPSUP 0.000319343
refset/970175df14b1fe16f5c8b5fd2f4a8ead9d6a8aef.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/97108f921a122ce84419ab6c43fb9446861210cb.VIKING_DZ refset/58ca981b8c6d712a1290b9a4f00f133faa105cfa.VIKING_DZ 0.510149
refset/972ee612068391a863326568a1989f46dda20a27.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.499496
refset/974db099c6ba1dbc93effbaa08d3e7deea24c658.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/97520a801aebbfe8a4866d3f660451b84c5a3bcd.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.492407
refset/976f23addd695c5c56d92334ac5230c84a63bd82.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/979ceb37c6e7cec9770f7c4b336a9da747457658.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.328143
refset/97bbae47c2b47eeedb30f7d426c9ee6c358cd462.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.272727
refset/97c148a752222255ce21b857cc31b33e3be32b6f.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/97d8ff5140faa85257d3dd8bf7cdb59682f570f2.LOOPER refset/97d8ff5140faa85257d3dd8bf7cdb59682f570f2.LOOPER 0.000259848
refset/97dfe78784cc5ef9cf3b6fc9a565479f42ef1881.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.507601
refset/97f1a449cd2c2bc8b4fcb79b4e9d75c324558637.LOOPER refset/97f1a449cd2c2bc8b4fcb79b4e9d75c324558637.LOOPER 4.31584e-05
refset/98153b4d31d658c8c00fdd9246e4a42d29955b3d.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/983120538bf9843b36e8460e65cde2687048c4fc.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.303569
refset/9836b9441d026c05568a78fbdb89fbfc0a6726e5.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.130443
refset/983b90d30d09e3f0149c9efdead481890ec78618.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/98466203eb77a011c6ff9980779fd6d32818e4c7.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/9849c6534b60b5e5fdd00eed230522fbcda2911e.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.331502
refset/986c43cfe4fa7f9cb37e469b17fab464458e0c1a.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.491749
refset/98796815888a6b7ec979554ae546c7d84eee5486.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.319678
refset/987d62119b54ef57c81311a9740fece208b50e95.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.330175
refset/988c798010ba042a41cd0dd5444af4371ec85827.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.301743
refset/98a090e394e232d253e6bcf9bd583733b892cfe2.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.232004
refset/98a0bd3ef76982dc4e5e6ae7ab32e463ca3d9b6e.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/98a575a74824ecdff7fe5e2bd6b6fbf45d3bfa88.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.116671
refset/98db54c93fddf01e3da9a736a2ec5c8d3a9f217d.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.371907
refset/9905f5eafee4725273821eddbc532cd2823a1601.FLYSTUDIO refset/9905f5eafee4725273821eddbc532cd2823a1601.FLYSTUDIO 0
refset/9956e0b8366185a5a48fd1fcf6a77f5d7ac2a898.SALITY refset/c4bd721e688ad33ec5899c0b446ce76cbe89505e.SALITY 0.513763
refset/99571a3fe571e0d9d075e7d8f0513af6525f1b64.VIKING_DLL refset/460267fbea2bd7810e7466c7c8bb4cdb593e20b3.VIKING_DLL 0.0564565
refset/99604c2536a0f5eeb3a9be880be0b11f26e26b94.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/996af4d995b0357acdc0f08726ed3ec36940af65.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.463212
refset/9973946492ceb3ef5a4f6aff23887bd419d9dd9c.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.317558
refset/9981a921c158f53a08090ccb5884d985e7d5745b.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.492331
refset/99c684159226810b2916c955a308132b6283caab.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/99cecd1b94e7bbf4ae55f1b3aeaddb10e320cddc.LOOPER refset/99cecd1b94e7bbf4ae55f1b3aeaddb10e320cddc.LOOPER 0
refset/9a193fe255bc6972cc405fef62c935d8150415ba.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/9a21aeb7d47c4a4649503c858b018b457a70c9bc.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.488318
refset/9a6857167bb3237e84384f872f743f5e7730c1d3.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.336054
refset/9a7c7ea73c610b711f1d839e120e1691b0cffd67.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.300863
refset/9a8200b7822db06cbd0c5af1e007e808703f3945.ZHELATIN refset/9a8200b7822db06cbd0c5af1e007e808703f3945.ZHELATIN 0
refset/9a853c5b8a1287ea40aba6c036709ccab6387261.SALITY refset/c4bd721e688ad33ec5899c0b446ce76cbe89505e.SALITY 0.394265
refset/9ab4faaf4901f6730c2d679568f6c71e73490a65.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.492407
refset/9accc414317a9b9c96c64944b75cf1b49bc856f6.VAPSUP refset/9accc414317a9b9c96c64944b75cf1b49bc856f6.VAPSUP 0
refset/9adaff11e79394722b32158a7fb502e4d4c957bc.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/9b105cd643475c04cb29bd253a02c4db9582b364.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.373043
refset/9b25deb84d0db3c30e7ba10f5115bffe2ffbd8de.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/9b2bdf3fc048dd2141a843b213b92954221d97cf.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.227529
refset/9b43476a20522ad6297c7bf54af72a1b38bb9204.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.325988
refset/9b6255c8bcd0a7fffb49dd3cd33c0c01ccc5d1ad.ROTATOR refset/6b3d2f6c10d62ca0006abac0fb80377f979cf29f.ROTATOR 0.460426
refset/9b6ba1ff7aed61c3504def7a4319d423b3e13390.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.279905
refset/9b91795c2a4c7dc18ab8387244d3764279578881.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/9b9b65276fef144e11ee9c978e7075d46c39a2f4.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.368251
refset/9ba811a98f54d9d7d2a7441084f00890e19bed53.SALITY refset/73ccca1b7c5c6da2622b0a18bd5dd818eaa86b15.SALITY 0.34563
refset/9be57db17bc4514a51f8595b74cf4379a5d37ead.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.130443
refset/9bf634dc5bceac4945e4426d61e1e5f7320c486a.VAPSUP refset/9bf634dc5bceac4945e4426d61e1e5f7320c486a.VAPSUP 0.000345267
refset/9bf8a509f6b3c6c622e2ecc2ef4ab7fcd553da0f.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.256568
refset/9c44c54f62220399a77ad22a0b87a99b2253728d.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.402907
refset/9c548f618b8e08bb1e0dc683254ec8916f486ad1.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.495343
refset/9c6560ca85aa035d776f022ab8580e7105b425a5.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.470412
refset/9c797277fc6805799f8441312d863c18c2de797c.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.489112
refset/9c7eeecae0aede7b64c1d9b2a74e78ed2b993451.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
